match_id,season,date,venue,team1,team2,toss_winner,toss_decision,batting_team,bowling_team,innings,over,ball,batsman,non_striker,bowler,runs_batsman,runs_extras,runs_total,extra_type,wicket,player_dismissed,dismissal_kind,fielder
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,1,1,Arshdeep Pooran,Rohit Padikkal,Shardul Gill,6,0,6,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,1,2,Arshdeep Pooran,Suryakumar Kohli,Shardul Gill,0,0,0,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,1,3,Ravindra Chahal,Suryakumar Kohli,Shardul Gill,2,0,2,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,1,4,Trent Bumrah,Prasidh Kohli,Shardul Gill,4,0,4,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,1,5,Arshdeep Pooran,Trent Bumrah,Shardul Gill,0,0,0,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,1,6,Kuldeep Pant,Trent Bumrah,Shardul Gill,4,0,4,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,2,1,David Gill,Trent Bumrah,Yashasvi Padikkal,6,0,6,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,2,2,Trent Bumrah,Suryakumar Stoinis,Yashasvi Padikkal,1,1,2,no ball,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,2,3,Tilak Sundar,Rohit Padikkal,Yashasvi Padikkal,1,0,1,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,2,4,Ravindra Chahal,Rohit Padikkal,Yashasvi Padikkal,0,0,0,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,2,5,Prasidh Kohli,Kuldeep Pant,Yashasvi Padikkal,0,0,0,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,2,6,Suryakumar Kohli,Rohit Padikkal,Yashasvi Padikkal,0,0,0,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,3,1,Tilak Sundar,David Gill,Tilak Pant,0,0,0,,1,Tilak Sundar,hit wicket,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,3,2,Arshdeep Pooran,Sanju du Plessis,Tilak Pant,1,0,1,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,3,3,Kuldeep Pant,Trent Bumrah,Tilak Pant,0,0,0,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,3,4,Rohit Padikkal,Kuldeep Pant,Tilak Pant,4,0,4,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,3,5,Suryakumar Stoinis,Sanju du Plessis,Tilak Pant,1,0,1,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,3,6,Suryakumar Stoinis,Sanju du Plessis,Tilak Pant,1,0,1,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,4,1,Prasidh Kohli,Kuldeep Pant,KL Thakur,1,0,1,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,4,2,Suryakumar Stoinis,Rohit Padikkal,KL Thakur,4,0,4,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,4,3,Rohit Padikkal,Ravindra Chahal,KL Thakur,2,0,2,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,4,4,Prasidh Kohli,Tilak Sundar,KL Thakur,2,0,2,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,4,5,Tilak Sundar,Suryakumar Stoinis,KL Thakur,0,0,0,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,4,6,Arshdeep Pooran,Tilak Sundar,KL Thakur,1,0,1,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,5,1,David Gill,Suryakumar Kohli,Jasprit Samson,1,0,1,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,5,2,Suryakumar Kohli,Ravindra Chahal,Jasprit Samson,0,0,0,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,5,3,Tilak Sundar,David Gill,Jasprit Samson,4,0,4,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,5,4,David Gill,Arshdeep Pooran,Jasprit Samson,6,0,6,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,5,5,Prasidh Kohli,Ravindra Chahal,Jasprit Samson,6,0,6,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,5,6,David Gill,Kuldeep Pant,Jasprit Samson,5,0,5,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,6,1,David Gill,Prasidh Kohli,Tilak Pant,1,0,1,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,6,2,Trent Bumrah,Rohit Padikkal,Tilak Pant,1,0,1,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,6,3,Suryakumar Stoinis,Ravindra Chahal,Tilak Pant,0,0,0,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,6,4,Rohit Padikkal,Sanju du Plessis,Tilak Pant,0,0,0,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,6,5,Prasidh Kohli,Suryakumar Stoinis,Tilak Pant,1,0,1,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,6,6,Suryakumar Kohli,Arshdeep Pooran,Tilak Pant,1,0,1,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,7,1,Arshdeep Pooran,Kuldeep Pant,Sanju du Plessis,0,0,0,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,7,2,Suryakumar Kohli,David Gill,Sanju du Plessis,2,0,2,,0,,,
1,2018,2018-03-25,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,1,7,3,Trent Bumrah,Ravindra Chahal,Sanju du Plessis,1,0,1,,1,Trent Bumrah,caught and bowled,Rishabh Krishna
